Name,Importance_index,Page,IsChapter
Deep Learning Versus Traditional Methods,4,132,False
TensorFlow,2,134,False
Common Deep-Learning Packages,3,134,False
TensorFlow Installation,3,135,False
TensorFlow Basics for Development,3,135,False
Gradient-Descent Optimization Methods from a Deep-Learning Perspective,3,139,False
Elliptical Contours,4,139,False
Non-convexity of Cost Functions,4,142,False
Saddle Points in the High-Dimensional Cost Functions,4,143,False
Learning Rate in Mini-batch Approach to Stochastic Gradient Descent,3,145,False
Optimizers in TensorFlow,3,146,False
GradientDescentOptimizer,4,146,False
Usage,5,146,False
AdagradOptimizer,4,146,False
Usage,5,147,False
RMSprop,4,147,False
Usage,5,149,False
AdadeltaOptimizer,4,149,False
Usage,5,150,False
AdamOptimizer,4,151,False
Usage,5,151,False
MomentumOptimizer and Nesterov Algorithm,4,152,False
Usage,5,153,False
"Epoch, Number of Batches, and Batch Size",4,154,False
XOR Implementation Using TensorFlow,3,154,False
TensorFlow Computation Graph for XOR network,4,156,False
Linear Regression in TensorFlow,3,159,False
Multi-class Classification with SoftMax Function Using Full-Batch Gradient Descent,3,162,False
Multi-class Classification with SoftMax Function Using Stochastic Gradient Descent,3,165,False
GPU,2,168,False
Summary,2,168,False
Chapter 3: Convolutional Neural Networks,1,169,True
Convolution Operation,2,169,False
Linear Time Invariant (LTI) / Linear Shift Invariant (LSI) Systems,3,169,False
Convolution for Signals in One Dimension,3,171,False
Analog and Digital Signals,2,174,False
2D and 3D signals,3,176,False
2D Convolution,2,177,False
Two-dimensional Unit Step Function,3,177,False
2D Convolution of a Signal with an LSI System Unit Step Response,3,179,False
2D Convolution of an Image to Different LSI System Responses,3,181,False
Common Image-Processing Filters,2,185,False
Mean Filter,3,185,False
Median Filter,3,187,False
Gaussian Filter,3,189,False
Gradient-based Filters,3,190,False
Sobel Edge-Detection Filter,3,191,False
Identity Transform,3,193,False
Convolution Neural Networks,2,194,False
Components of Convolution Neural Networks,2,195,False
Input Layer,3,196,False
Convolution Layer,3,196,False
TensorFlow Usage,4,197,False
Pooling Layer,3,198,False
TensorFlow Usage,4,198,False
Backpropagation Through the Convolutional Layer,2,198,False
Backpropagation Through the Pooling Layers,2,202,False
Weight Sharing Through Convolution and Its Advantages,2,203,False
Translation Equivariance,2,204,False
Translation Invariance Due to Pooling,2,205,False
Dropout Layers and Regularization,2,206,False
Convolutional Neural Network for Digit Recognition on the MNIST Dataset,2,208,False
Convolutional Neural Network for Solving Real-World Problems,2,212,False
Batch Normalization,2,220,False
Different Architectures in Convolutional Neural Networks,2,222,False
LeNet,3,222,False
AlexNet,3,224,False
VGG16,3,225,False
ResNet,3,226,False
Transfer Learning,2,227,False
Guidelines for Using Transfer Learning,3,228,False
Transfer Learning with Google’s InceptionV3,3,229,False
Transfer Learning with Pre-trained VGG16,3,232,False
Summary,2,237,False
Chapter 4: Natural Language Processing Using Recurrent Neural Networks,1,238,True
Vector Space Model (VSM),2,238,False
Vector Representation of Words,2,242,False
Word2Vec,2,243,False
Continuous Bag of Words (CBOW),3,243,False
Continuous Bag of Words Implementation in TensorFlow,3,246,False
Skip-Gram Model for Word Embedding,3,250,False
Skip-gram Implementation in TensorFlow,3,252,False
Global Co-occurrence Statistics–based Word Vectors,3,255,False
GloVe,3,260,False
Word Analogy with Word Vectors,3,264,False
Introduction to Recurrent Neural Networks,2,267,False
Language Modeling,3,269,False
Predicting the Next Word in a Sentence Through RNN Versus Traditional Methods,3,270,False
Backpropagation Through Time (BPTT) ,3,271,False
Vanishing and Exploding Gradient Problem in RNN,3,274,False
Solution to Vanishing and Exploding Gradients Problem in RNNs,3,275,False
Gradient Clipping,4,276,False
Smart Initialization of the Memory-to-Memory Weight Connection Matrix and ReLU units,4,276,False
Long Short-Term Memory (LSTM) ,3,277,False
LSTM in Reducing Exploding- and Vanishing -Gradient Problems,3,278,False
MNIST Digit Identification in TensorFlow Using Recurrent Neural Networks,3,280,False
Next-Word Prediction and Sentence Completion in TensorFlow Using Recurrent Neural Networks,4,283,False
Gated Recurrent Unit (GRU),3,289,False
Bidirectional RNN,3,291,False
Summary,2,293,False
Chapter 5: Unsupervised Learning with Restricted Boltzmann Machines and Auto-encoders,1,294,True
Boltzmann Distribution,2,294,False
"Bayesian Inference: Likelihood, Priors, and Posterior Probability Distribution",2,296,False
Markov Chain Monte Carlo Methods for Sampling,2,301,False
Metropolis Algorithm,3,304,False
Restricted Boltzmann Machines,2,309,False
Training a Restricted Boltzmann Machine,3,314,False
Gibbs Sampling,3,319,False
Block Gibbs Sampling,3,320,False
Burn-in Period and Generating Samples in Gibbs Sampling,3,321,False
Using Gibbs Sampling in Restricted Boltzmann Machines,3,321,False
Contrastive Divergence,3,323,False
A Restricted Boltzmann Implementation in TensorFlow,3,324,False
Collaborative Filtering Using Restricted Boltzmann Machines,3,328,False
Deep Belief Networks (DBNs),3,332,False
Auto-encoders,2,337,False
Feature Learning Through Auto-encoders for Supervised Learning,3,340,False
Kullback-Leibler (KL) Divergence,3,342,False
Sparse Auto-encoders,4,343,False
Sparse Auto-Encoder Implementation in TensorFlow,3,344,False
Denoising Auto-Encoder,3,348,False
A Denoising Auto-Encoder Implementation in TensorFlow,3,348,False
PCA and ZCA Whitening,2,355,False
Summary,2,358,False
Chapter 6: Advanced Neural Networks,1,359,True
Image Segmentation,2,359,False
Binary Thresholding Method Based on Histogram of Pixel Intensities,3,359,False
Otsu’s Method,3,360,False
Watershed Algorithm for Image Segmentation,3,363,False
Image Segmentation Using K-means Clustering,3,366,False
Semantic Segmentation,3,369,False
Sliding-Window Approach,3,369,False
Fully Convolutional Network (FCN),3,370,False
Fully Convolutional Network with Downsampling and Upsampling,3,372,False
Unpooling,4,373,False
Max Unpooling,4,374,False
Transpose Convolution,4,375,False
U-Net,3,378,False
Semantic Segmentation in TensorFlow with Fully Connected Neural Networks,3,379,False
Image Classification and Localization Network,2,387,False
Object Detection,2,389,False
R-CNN,3,390,False
Fast and Faster R-CNN,3,391,False
Generative Adversarial Networks,2,392,False
Maximin and Minimax Problem,3,393,False
Zero-sum Game ,3,395,False
Minimax and Saddle Points,3,396,False
GAN Cost Function and Training,3,397,False
Vanishing Gradient for the Generator,3,400,False
TensorFlow Implementation of a GAN Network,3,400,False
TensorFlow Models’ Deployment in Production,2,403,False
Summary,2,406,False
Index,1,407,False
"Preface",1,6,False
"Acknowledgments",1,9,False
"Contents",1,11,False
"Author Biography",1,20,False
1 An Introduction to Neural Networks,1,21,True
1.1 Introduction,2,21,False
1.1.1 Humans Versus Computers: Stretching the Limitsof Artificial Intelligence,3,23,False
1.2 The Basic Architecture of Neural Networks,2,24,False
1.2.1 Single Computational Layer: The Perceptron,3,25,False
1.2.1.1 What Objective Function Is the Perceptron Optimizing?,4,28,False
1.2.1.2 Relationship with Support Vector Machines,4,30,False
1.2.1.3 Choice of Activation and Loss Functions,4,31,False
1.2.1.4 Choice and Number of Output Nodes,4,34,False
1.2.1.5 Choice of Loss Function,4,34,False
1.2.1.6 Some Useful Derivatives of Activation Functions,4,36,False
1.2.2 Multilayer Neural Networks,3,37,False
1.2.3 The Multilayer Network as a Computational Graph,3,40,False
1.3 Training a Neural Network with Backpropagation,2,41,False
1.4 Practical Issues in Neural Network Training,2,44,False
1.4.1 The Problem of Overfitting,3,45,False
1.4.1.1 Regularization,4,46,False
1.4.1.2 Neural Architecture and Parameter Sharing,4,47,False
1.4.1.3 Early Stopping,4,47,False
1.4.1.4 Trading Off Breadth for Depth,4,47,False
1.4.1.5 Ensemble Methods,4,48,False
1.4.2 The Vanishing and Exploding Gradient Problems,3,48,False
1.4.3 Difficulties in Convergence,3,49,False
1.4.4 Local and Spurious Optima,3,49,False
1.4.5 Computational Challenges,3,49,False
1.5 The Secrets to the Power of Function Composition,2,50,False
1.5.1 The Importance of Nonlinear Activation,3,52,False
1.5.2 Reducing Parameter Requirements with Depth,3,54,False
1.5.3 Unconventional Neural Architectures,3,55,False
"1.5.3.1 Blurring the Distinctions Between Input, Hidden,and Output Layers",4,55,False
1.5.3.2 Unconventional Operations and Sum-Product Networks,4,56,False
1.6 Common Neural Architectures,2,57,False
1.6.1 Simulating Basic Machine Learning with Shallow Models,3,57,False
1.6.2 Radial Basis Function Networks,3,57,False
1.6.3 Restricted Boltzmann Machines,3,58,False
1.6.4 Recurrent Neural Networks,3,58,False
1.6.5 Convolutional Neural Networks,3,60,False
1.6.6 Hierarchical Feature Engineering and Pretrained Models,3,62,False
1.7 Advanced Topics,2,64,False
1.7.1 Reinforcement Learning,3,64,False
1.7.2 Separating Data Storage and Computations,3,65,False
1.7.3 Generative Adversarial Networks,3,65,False
1.8 Two Notable Benchmarks,2,66,False
1.8.1 The MNIST Database of Handwritten Digits,3,66,False
1.8.2 The ImageNet Database,3,67,False
1.9 Summary,2,68,False
1.10 Bibliographic Notes,2,68,False
1.10.1 Video Lectures,3,70,False
1.10.2 Software Resources,3,70,False
1.11 Exercises,2,71,False
2 Machine Learning with Shallow Neural Networks,1,73,True
2.1 Introduction,2,73,False
2.2 Neural Architectures for Binary Classification Models,2,75,False
2.2.1 Revisiting the Perceptron,3,76,False
2.2.2 Least-Squares Regression,3,78,False
2.2.2.1 Widrow-Hoff Learning,4,79,False
2.2.2.2 Closed Form Solutions,4,81,False
2.2.3 Logistic Regression,3,81,False
2.2.3.1 Alternative Choices of Activation and Loss,4,83,False
2.2.4 Support Vector Machines,3,83,False
2.3 Neural Architectures for Multiclass Models,2,85,False
2.3.1 Multiclass Perceptron,3,85,False
2.3.2 Weston-Watkins SVM,3,87,False
2.3.3 Multinomial Logistic Regression (Softmax Classifier),3,88,False
2.3.4 Hierarchical Softmax for Many Classes,3,89,False
2.4 Backpropagated Saliency for Feature Selection,2,90,False
2.5 Matrix Factorization with Autoencoders,2,90,False
2.5.1 Autoencoder: Basic Principles,3,91,False
2.5.1.1 Autoencoder with a Single Hidden Layer,4,92,False
2.5.1.2 Connections with Singular Value Decomposition,4,94,False
2.5.1.3 Sharing Weights in Encoder and Decoder,4,94,False
2.5.1.4 Other Matrix Factorization Methods,4,96,False
2.5.2 Nonlinear Activations,3,96,False
2.5.3 Deep Autoencoders,3,98,False
2.5.4 Application to Outlier Detection,3,100,False
2.5.5 When the Hidden Layer Is Broader than the Input Layer,3,101,False
2.5.5.1 Sparse Feature Learning,4,101,False
2.5.6 Other Applications,3,102,False
2.5.7 Recommender Systems: Row Index to Row Value Prediction,3,103,False
2.5.8 Discussion,3,106,False
2.6 Word2vec: An Application of Simple Neural Architectures,2,107,False
2.6.1 Neural Embedding with Continuous Bag of Words,3,107,False
2.6.2 Neural Embedding with Skip-Gram Model,3,110,False
2.6.3 Word2vec (SGNS) Is Logistic Matrix Factorization,3,115,False
2.6.4 Vanilla Skip-Gram Is Multinomial Matrix Factorization,3,118,False
2.7 Simple Neural Architectures for Graph Embeddings,2,118,False
2.7.1 Handling Arbitrary Edge Counts,3,120,False
2.7.2 Multinomial Model,3,120,False
2.7.3 Connections with DeepWalk and Node2vec,3,120,False
2.8 Summary,2,121,False
2.9 Bibliographic Notes,2,121,False
2.9.1 Software Resources,3,122,False
2.10 Exercises,2,123,False
3 Training Deep Neural Networks,1,125,True
3.1 Introduction,2,125,False
3.2 Backpropagation: The Gory Details,2,127,False
3.2.1 Backpropagation with the Computational Graph Abstraction,3,127,False
3.2.2 Dynamic Programming to the Rescue,3,131,False
3.2.3 Backpropagation with Post-Activation Variables,3,133,False
3.2.4 Backpropagation with Pre-activation Variables,3,135,False
3.2.5 Examples of Updates for Various Activations,3,137,False
3.2.5.1 The Special Case of Softmax,4,137,False
3.2.6 A Decoupled View of Vector-Centric Backpropagation,3,138,False
3.2.7 Loss Functions on Multiple Output Nodes and Hidden Nodes,3,141,False
3.2.8 Mini-Batch Stochastic Gradient Descent,3,141,False
3.2.9 Backpropagation Tricks for Handling Shared Weights,3,143,False
3.2.10 Checking the Correctness of Gradient Computation,3,144,False
3.3 Setup and Initialization Issues,2,145,False
3.3.1 Tuning Hyperparameters,3,145,False
3.3.2 Feature Preprocessing,3,146,False
3.3.3 Initialization,3,148,False
3.4 The Vanishing and Exploding Gradient Problems,2,149,False
3.4.1 Geometric Understanding of the Effect of Gradient Ratios,3,150,False
3.4.2 A Partial Fix with Activation Function Choice,3,153,False
3.4.3 Dying Neurons and ``Brain Damage'',3,153,False
3.4.3.1 Leaky ReLU,4,153,False
3.4.3.2 Maxout,4,154,False
3.5 Gradient-Descent Strategies,2,154,False
3.5.1 Learning Rate Decay,3,155,False
3.5.2 Momentum-Based Learning,3,156,False
3.5.2.1 Nesterov Momentum,4,157,False
3.5.3 Parameter-Specific Learning Rates,3,157,False
3.5.3.1 AdaGrad,4,158,False
3.5.3.2 RMSProp,4,158,False
3.5.3.3 RMSProp with Nesterov Momentum,4,159,False
3.5.3.4 AdaDelta,4,159,False
3.5.3.5 Adam,4,160,False
3.5.4 Cliffs and Higher-Order Instability,3,161,False
3.5.5 Gradient Clipping,3,162,False
3.5.6 Second-Order Derivatives,3,163,False
3.5.6.1 Conjugate Gradients and Hessian-Free Optimization,4,165,False
3.5.6.2 Quasi-Newton Methods and BFGS,4,168,False
3.5.6.3 Problems with Second-Order Methods: Saddle Points,4,169,False
3.5.7 Polyak Averaging,3,171,False
3.5.8 Local and Spurious Minima,3,171,False
3.6 Batch Normalization,2,172,False
3.7 Practical Tricks for Acceleration and Compression,2,176,False
3.7.1 GPU Acceleration,3,177,False
3.7.2 Parallel and Distributed Implementations,3,178,False
3.7.3 Algorithmic Tricks for Model Compression,3,180,False
3.8 Summary,2,183,False
3.9 Bibliographic Notes,2,183,False
3.9.1 Software Resources,3,185,False
3.10 Exercises,2,185,False
4 Teaching Deep Learners to Generalize,1,188,True
4.1 Introduction,2,188,False
4.2 The Bias-Variance Trade-Off,2,193,False
4.2.1 Formal View,3,194,False
4.3 Generalization Issues in Model Tuning and Evaluation,2,197,False
4.3.1 Evaluating with Hold-Out and Cross-Validation,3,198,False
4.3.2 Issues with Training at Scale,3,199,False
4.3.3 How to Detect Need to Collect More Data,3,200,False
4.4 Penalty-Based Regularization,2,200,False
4.4.1 Connections with Noise Injection,3,201,False
4.4.2 L1-Regularization,3,202,False
4.4.3 L1- or L2-Regularization?,3,203,False
4.4.4 Penalizing Hidden Units: Learning Sparse Representations,3,204,False
4.5 Ensemble Methods,2,205,False
4.5.1 Bagging and Subsampling,3,205,False
4.5.2 Parametric Model Selection and Averaging,3,206,False
4.5.3 Randomized Connection Dropping,3,207,False
4.5.4 Dropout,3,207,False
4.5.5 Data Perturbation Ensembles,3,210,False
4.6 Early Stopping,2,211,False
4.6.1 Understanding Early Stopping from the Variance Perspective,3,211,False
4.7 Unsupervised Pretraining,2,212,False
4.7.1 Variations of Unsupervised Pretraining,3,216,False
4.7.2 What About Supervised Pretraining?,3,216,False
4.8 Continuation and Curriculum Learning,2,218,False
4.8.1 Continuation Learning,3,218,False
4.8.2 Curriculum Learning,3,219,False
4.9 Parameter Sharing,2,219,False
4.10 Regularization in Unsupervised Applications,2,220,False
4.10.1 Value-Based Penalization: Sparse Autoencoders,3,221,False
4.10.2 Noise Injection: De-noising Autoencoders,3,221,False
4.10.3 Gradient-Based Penalization: Contractive Autoencoders,3,223,False
4.10.4 Hidden Probabilistic Structure: Variational Autoencoders,3,226,False
4.10.4.1 Reconstruction and Generative Sampling,4,229,False
4.10.4.2 Conditional Variational Autoencoders,4,231,False
4.10.4.3 Relationship with Generative Adversarial Networks,4,232,False
4.11 Summary,2,232,False
4.12 Bibliographic Notes,2,233,False
4.12.1 Software Resources,3,234,False
4.13 Exercises,2,234,False
5 Radial Basis Function Networks,1,236,True
5.1 Introduction,2,236,False
5.2 Training an RBF Network,2,239,False
5.2.1 Training the Hidden Layer,3,240,False
5.2.2 Training the Output Layer,3,241,False
5.2.2.1 Expression with Pseudo-Inverse,4,243,False
5.2.3 Orthogonal Least-Squares Algorithm,3,243,False
5.2.4 Fully Supervised Learning,3,244,False
5.3 Variations and Special Cases of RBF Networks,2,245,False
5.3.1 Classification with Perceptron Criterion,3,245,False
5.3.2 Classification with Hinge Loss,3,246,False
5.3.3 Example of Linear Separability Promoted by RBF,3,246,False
5.3.4 Application to Interpolation,3,247,False
5.4 Relationship with Kernel Methods,2,248,False
5.4.1 Kernel Regression as a Special Case of RBF Networks,3,248,False
5.4.2 Kernel SVM as a Special Case of RBF Networks,3,249,False
5.4.3 Observations,3,250,False
5.5 Summary,2,250,False
5.6 Bibliographic Notes,2,251,False
5.7 Exercises,2,251,False
6 Restricted Boltzmann Machines,1,253,True
6.1 Introduction,2,253,False
6.1.1 Historical Perspective,3,254,False
6.2 Hopfield Networks,2,255,False
6.2.1 Optimal State Configurations of a Trained Network,3,256,False
6.2.2 Training a Hopfield Network,3,258,False
6.2.3 Building a Toy Recommender and Its Limitations,3,259,False
6.2.4 Increasing the Expressive Power of the Hopfield Network,3,260,False
6.3 The Boltzmann Machine,2,261,False
6.3.1 How a Boltzmann Machine Generates Data,3,262,False
6.3.2 Learning the Weights of a Boltzmann Machine,3,263,False
6.4 Restricted Boltzmann Machines,2,265,False
6.4.1 Training the RBM,3,267,False
6.4.2 Contrastive Divergence Algorithm,3,268,False
6.4.3 Practical Issues and Improvisations,3,269,False
6.5 Applications of Restricted Boltzmann Machines,2,269,False
6.5.1 Dimensionality Reduction and Data Reconstruction,3,270,False
6.5.2 RBMs for Collaborative Filtering,3,272,False
6.5.3 Using RBMs for Classification,3,275,False
6.5.4 Topic Models with RBMs,3,278,False
6.5.5 RBMs for Machine Learning with Multimodal Data,3,280,False
6.6 Using RBMs Beyond Binary Data Types,2,281,False
6.7 Stacking Restricted Boltzmann Machines,2,282,False
6.7.1 Unsupervised Learning,3,284,False
6.7.2 Supervised Learning,3,285,False
6.7.3 Deep Boltzmann Machines and Deep Belief Networks,3,285,False
6.8 Summary,2,286,False
6.9 Bibliographic Notes,2,286,False
6.10 Exercises,2,288,False
7 Recurrent Neural Networks,1,289,True
7.1 Introduction,2,289,False
7.1.1 Expressiveness of Recurrent Networks,3,292,False
7.2 The Architecture of Recurrent Neural Networks,2,292,False
7.2.1 Language Modeling Example of RNN,3,295,False
7.2.1.1 Generating a Language Sample,4,296,False
7.2.2 Backpropagation Through Time,3,298,False
7.2.3 Bidirectional Recurrent Networks,3,301,False
7.2.4 Multilayer Recurrent Networks,3,302,False
7.3 The Challenges of Training Recurrent Networks,2,304,False
7.3.1 Layer Normalization,3,307,False
7.4 Echo-State Networks,2,308,False
7.5 Long Short-Term Memory (LSTM),2,310,False
7.6 Gated Recurrent Units (GRUs),2,313,False
7.7 Applications of Recurrent Neural Networks,2,315,False
7.7.1 Application to Automatic Image Captioning,3,316,False
7.7.2 Sequence-to-Sequence Learning and Machine Translation,3,317,False
7.7.2.1 Question-Answering Systems,4,319,False
7.7.3 Application to Sentence-Level Classification,3,321,False
7.7.4 Token-Level Classification with Linguistic Features,3,322,False
7.7.5 Time-Series Forecasting and Prediction,3,323,False
7.7.6 Temporal Recommender Systems,3,325,False
7.7.7 Secondary Protein Structure Prediction,3,327,False
7.7.8 End-to-End Speech Recognition,3,327,False
7.7.9 Handwriting Recognition,3,327,False
7.8 Summary,2,328,False
7.9 Bibliographic Notes,2,328,False
7.9.1 Software Resources,3,329,False
7.10 Exercises,2,330,False
8 Convolutional Neural Networks,1,332,True
8.1 Introduction,2,332,False
8.1.1 Historical Perspective and Biological Inspiration,3,333,False
8.1.2 Broader Observations About Convolutional Neural Networks,3,334,False
8.2 The Basic Structure of a Convolutional Network,2,335,False
8.2.1 Padding,3,339,False
8.2.2 Strides,3,341,False
8.2.3 Typical Settings,3,341,False
8.2.4 The ReLU Layer,3,342,False
8.2.5 Pooling,3,343,False
8.2.6 Fully Connected Layers,3,344,False
8.2.7 The Interleaving Between Layers,3,345,False
8.2.8 Local Response Normalization,3,347,False
8.2.9 Hierarchical Feature Engineering,3,348,False
8.3 Training a Convolutional Network,2,349,False
8.3.1 Backpropagating Through Convolutions,3,350,False
8.3.2 Backpropagation as Convolution with Inverted/Transposed Filter,3,351,False
8.3.3 Convolution/Backpropagation as Matrix Multiplications,3,352,False
8.3.4 Data Augmentation,3,354,False
8.4 Case Studies of Convolutional Architectures,2,355,False
8.4.1 AlexNet,3,356,False
8.4.2 ZFNet,3,358,False
8.4.3 VGG,3,359,False
8.4.4 GoogLeNet,3,362,False
8.4.5 ResNet,3,364,False
8.4.6 The Effects of Depth,3,367,False
8.4.7 Pretrained Models,3,368,False
8.5 Visualization and Unsupervised Learning,2,369,False
8.5.1 Visualizing the Features of a Trained Network,3,370,False
8.5.2 Convolutional Autoencoders,3,374,False
8.6 Applications of Convolutional Networks,2,380,False
8.6.1 Content-Based Image Retrieval,3,380,False
8.6.2 Object Localization,3,381,False
8.6.3 Object Detection,3,382,False
8.6.4 Natural Language and Sequence Learning,3,383,False
8.6.5 Video Classification,3,384,False
8.7 Summary,2,385,False
8.8 Bibliographic Notes,2,385,False
8.8.1 Software Resources and Data Sets,3,387,False
8.9 Exercises,2,388,False
9 Deep Reinforcement Learning,1,389,True
9.1 Introduction,2,389,False
9.2 Stateless Algorithms: Multi-Armed Bandits,2,391,False
9.2.1 Naïve Algorithm,3,392,False
9.2.2 ε-Greedy Algorithm,3,392,False
9.2.3 Upper Bounding Methods,3,392,False
9.3 The Basic Framework of Reinforcement Learning,2,393,False
9.3.1 Challenges of Reinforcement Learning,3,395,False
9.3.2 Simple Reinforcement Learning for Tic-Tac-Toe,3,396,False
9.3.3 Role of Deep Learning and a Straw-Man Algorithm,3,396,False
9.4 Bootstrapping for Value Function Learning,2,399,False
9.4.1 Deep Learning Models as Function Approximators,3,400,False
9.4.2 Example: Neural Network for Atari Setting,3,402,False
9.4.3 On-Policy Versus Off-Policy Methods: SARSA,3,403,False
9.4.4 Modeling States Versus State-Action Pairs,3,405,False
9.5 Policy Gradient Methods,2,407,False
9.5.1 Finite Difference Methods,3,408,False
9.5.2 Likelihood Ratio Methods,3,409,False
9.5.3 Combining Supervised Learning with Policy Gradients,3,411,False
9.5.4 Actor-Critic Methods,3,411,False
9.5.5 Continuous Action Spaces,3,413,False
9.5.6 Advantages and Disadvantages of Policy Gradients,3,413,False
9.6 Monte Carlo Tree Search,2,414,False
9.7 Case Studies,2,415,False
9.7.1 AlphaGo: Championship Level Play at Go,3,415,False
9.7.1.1 Alpha Zero: Enhancements to Zero Human Knowledge,4,418,False
9.7.2 Self-Learning Robots,3,420,False
9.7.2.1 Deep Learning of Locomotion Skills,4,420,False
9.7.2.2 Deep Learning of Visuomotor Skills,4,422,False
9.7.3 Building Conversational Systems: Deep Learning for Chatbots,3,423,False
9.7.4 Self-Driving Cars,3,426,False
9.7.5 Inferring Neural Architectures with Reinforcement Learning,3,428,False
9.8 Practical Challenges Associated with Safety,2,429,False
9.9 Summary,2,430,False
9.10 Bibliographic Notes,2,430,False
9.10.1 Software Resources and Testbeds,3,432,False
9.11 Exercises,2,432,False
10 Advanced Topics in Deep Learning,1,434,True
10.1 Introduction,2,434,False
10.2 Attention Mechanisms,2,436,False
10.2.1 Recurrent Models of Visual Attention,3,437,False
10.2.1.1 Application to Image Captioning,4,439,False
10.2.2 Attention Mechanisms for Machine Translation,3,440,False
10.3 Neural Networks with External Memory,2,444,False
10.3.1 A Fantasy Video Game: Sorting by Example,3,445,False
10.3.1.1 Implementing Swaps with Memory Operations,4,446,False
10.3.2 Neural Turing Machines,3,447,False
10.3.3 Differentiable Neural Computer: A Brief Overview,3,452,False
10.4 Generative Adversarial Networks (GANs),2,453,False
10.4.1 Training a Generative Adversarial Network,3,454,False
10.4.2 Comparison with Variational Autoencoder,3,457,False
10.4.3 Using GANs for Generating Image Data,3,457,False
10.4.4 Conditional Generative Adversarial Networks,3,459,False
10.5 Competitive Learning,2,464,False
10.5.1 Vector Quantization,3,465,False
10.5.2 Kohonen Self-Organizing Map,3,465,False
10.6 Limitations of Neural Networks,2,468,False
10.6.1 An Aspirational Goal: One-Shot Learning,3,468,False
10.6.2 An Aspirational Goal: Energy-Efficient Learning,3,470,False
10.7 Summary,2,471,False
10.8 Bibliographic Notes,2,472,False
10.8.1 Software Resources,3,473,False
10.9 Exercises,2,473,False
Bibliography,1,474,False
Index,1,508,False
Foreword,1,5,False
Preface,1,7,False
Contents,1,10,False
Contributors,1,11,False
Acronyms,1,12,False
1 A Joint Introduction to Natural Language Processing and to Deep Learning,1,15,True
1.1 Natural Language Processing: The Basics,2,15,False
1.2 The First Wave: Rationalism,2,16,False
1.3 The Second Wave: Empiricism,2,18,False
1.4 The Third Wave: Deep Learning,2,20,False
1.5 Transitions from Now to the Future,2,24,False
1.5.1 From Empiricism to Deep Learning: A Revolution,3,25,False
1.5.2 Limitations of Current Deep Learning Technology,3,25,False
1.6 Future Directions of NLP,2,26,False
1.6.1 Neural-Symbolic Integration,3,26,False
"1.6.2 Structure, Memory, and Knowledge",3,28,False
1.6.3 Unsupervised and Generative Deep Learning,3,28,False
1.6.4 Multimodal and Multitask Deep Learning,3,29,False
1.6.5 Meta-learning,3,30,False
1.7 Summary,2,31,False
References,2,32,False
2 Deep Learning in Conversational Language Understanding,1,37,True
2.1 Introduction,2,37,False
2.2 A Historical Perspective,2,39,False
2.3 Major Language Understanding Tasks,2,40,False
2.3.1 Domain Detection and Intent Determination,3,41,False
2.3.2 Slot Filling,3,41,False
2.4 Elevating State of the Art: From Statistical  Modeling to Deep Learning,2,42,False
2.4.1 Domain Detection and Intent Determination,3,42,False
2.4.2 Slot Filling,3,45,False
2.4.3 Joint Multitask Multi-domain Modeling,3,51,False
2.4.4 Understanding in Context,3,54,False
2.5 Summary,2,57,False
References,2,59,False
3 Deep Learning in Spoken and Text-Based Dialog Systems,1,63,True
3.1 Introduction,2,63,False
3.2 Learning Methodology for Components of a Dialog System,2,66,False
3.2.1 Discriminative Methods,3,66,False
3.2.2 Generative Methods,3,68,False
3.2.3 Decision-Making,3,68,False
3.3 Goal-Oriented Neural Dialog Systems,2,69,False
3.3.1 Neural Language Understanding,3,69,False
3.3.2 Dialog State Tracker,3,70,False
3.3.3 Deep Dialog Manager,3,70,False
3.4 Model-Based User Simulators,2,73,False
3.5 Natural Language Generation,2,74,False
3.6 End-to-End Deep Learning Approaches to Building Dialog Systems,2,77,False
3.7 Deep Learning for Open Dialog Systems,2,78,False
3.8 Datasets for Dialog Modeling,2,79,False
3.8.1 The Carnegie Mellon Communicator Corpus,3,79,False
3.8.2 ATIS—Air Travel Information System Pilot Corpus,3,79,False
3.8.3 Dialog State Tracking Challenge Dataset,3,80,False
3.8.4 Maluuba Frames Dataset,3,80,False
3.8.5 Facebook's Dialog Datasets,3,81,False
3.8.6 Ubuntu Dialog Corpus,3,81,False
3.9 Open Source Dialog Software,2,81,False
3.10 Dialog System Evaluation,2,84,False
3.11 Summary,2,86,False
References,2,87,False
4 Deep Learning in Lexical Analysis  and Parsing,1,93,True
4.1 Background,2,93,False
4.2 Typical Lexical Analysis and Parsing Tasks,2,94,False
4.2.1 Word Segmentation,3,94,False
4.2.2 POS Tagging,3,95,False
4.2.3 Syntactic Parsing,3,95,False
4.2.4 Structured Predication ,3,98,False
4.3 Structured Prediction Methods,2,100,False
4.3.1 Graph-Based Methods,3,100,False
4.3.2 Transition-Based Methods,3,102,False
4.4 Neural Graph-Based Methods,2,107,False
4.4.1 Neural Conditional Random Fields,3,107,False
4.4.2 Neural Graph-Based Dependency Parsing,3,108,False
4.5 Neural Transition-Based Methods,2,111,False
4.5.1 Greedy Shift-Reduce Dependency Parsing,3,111,False
4.5.2 Greedy Sequence Labeling,3,114,False
4.5.3 Globally Optimized Models,3,117,False
4.6 Summary,2,124,False
References,2,125,False
5 Deep Learning in Knowledge Graph,1,131,True
